,Reactant,Charge R,Multiplicity R,Product,Charge P,Multiplicity P,X,R1,R2,R3,R4,R5,Potential,canonSMILES
113,N(C)(C)C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,N(C)(C),[H],[H],0.83243248,COCOC(Br)Cc1ccc(N(C)C)cc1
114,N(C)(C)C1=CC=C(C([H])([H])C(OC)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,N(C)(C),[H],[H],0.83270458,COC(Cc1ccc(N(C)C)cc1)Oc1ccccc1
115,N(C)(C)C1=CC=C(C([H])([H])C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),[H],[H],0.83591536,COC(Br)Cc1ccc(N(C)C)cc1
116,N(C)(C)C1=CC=C(C([H])(C)C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C)C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),[H],C,0.84100363,COC(Br)C(C)c1ccc(N(C)C)cc1
117,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),C1=CC=CC=C1,C,0.84160225,COCOC(C#N)C(C)(c1ccccc1)c1ccc(N(C)C)cc1
118,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OCOC)C=C1,1,2,O,COC,Br,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.84326206,COCOC(Br)C(c1ccccc1)(c1ccccc1)c1ccc(N(C)C)cc1
120,N(C)(C)C1=CC=C(C(C)([H])C(Br)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C)([H])C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,N(C)(C),C,[H],0.84543886,CC(c1ccc(N(C)C)cc1)C(Br)Oc1ccccc1
122,N(C)(C)C1=CC=C(C(C)(C)C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C)C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),C,C,0.8479966,COC(Br)C(C)(C)c1ccc(N(C)C)cc1
126,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OCOC)C=C1,1,2,O,COC,C,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.85224136,COCOC(C)C(c1ccccc1)(c1ccccc1)c1ccc(N(C)C)cc1
128,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OCOC)C=C1,1,2,O,COC,Br,N(C)(C),[H],C1=CC=CC=C1,0.85313929,COCOC(Br)C(c1ccccc1)c1ccc(N(C)C)cc1
131,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OC4=CC=CC=C4)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.8610574000000001,CN(C)c1ccc(C(c2ccccc2)(c2ccccc2)C(C#N)Oc2ccccc2)cc1
132,N(C)(C)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,N(C)(C),C,C1=CC=CC=C1,0.86116624,COC(C#N)C(C)(c1ccccc1)c1ccc(N(C)C)cc1
134,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(OC)OC4=CC=CC=C4)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(OC)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,OC,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.86190091,COC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc(N(C)C)cc1
135,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OC)C=C1,1,2,O,C,C#N,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.86410492,COC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc(N(C)C)cc1
136,N(C)(C)C1=CC=C(C([H])([H])C(C#N)OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(C#N)OC)C=C1,1,2,O,C,C#N,N(C)(C),[H],[H],0.86530216,COC(C#N)Cc1ccc(N(C)C)cc1
137,N(C)(C)C1=CC=C(C(C)(C)C(C#N)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C)C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),C,C,0.86742454,CN(C)c1ccc(C(C)(C)C(C#N)Oc2ccccc2)cc1
138,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),C1=CC=CC=C1,C,0.86832247,CN(C)c1ccc(C(C)(c2ccccc2)C(C#N)Oc2ccccc2)cc1
139,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,N(C)(C),[H],C1=CC=CC=C1,0.86938366,COC(C#N)C(c1ccccc1)c1ccc(N(C)C)cc1
140,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),[H],C1=CC=CC=C1,0.86979181,COCOC(C#N)C(c1ccccc1)c1ccc(N(C)C)cc1
141,N(C)(C)C1=CC=C(C([H])(C)C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),[H],C,0.87207745,COCOC(C#N)C(C)c1ccc(N(C)C)cc1
142,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C([H])OC4=CC=CC=C4)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C([H])OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,[H],N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.87341074,CN(C)c1ccc(C(COc2ccccc2)(c2ccccc2)c2ccccc2)cc1
147,N(C)(C)C1=CC=C(C(C#N)(C)C(C)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(C)OC)C=C1,1,2,O,C,C,N(C)(C),C#N,C,0.88600897,COC(C)C(C)(C#N)c1ccc(N(C)C)cc1
148,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),[H],C1=CC=CC=C1,0.88641712,CN(C)c1ccc(C(c2ccccc2)C(C#N)Oc2ccccc2)cc1
150,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,Br,N(C)(C),[H],C1=CC=CC=C1,0.88892044,CN(C)c1ccc(C(c2ccccc2)C(Br)Oc2ccccc2)cc1
153,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OC)C=C1,1,2,O,C,C,N(C)(C),C1=CC=CC=C1,C#N,0.90037585,COC(C)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
154,N(C)(C)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,N(C)(C),C,C#N,0.90059353,COC(c1ccccc1)C(C)(C#N)c1ccc(N(C)C)cc1
156,N(C)(C)C1=CC=C(C([H])([H])C(Br)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,N(C)(C),[H],[H],0.90287917,CN(C)c1ccc(CC(Br)Oc2ccccc2)cc1
157,N(C)(C)C1=CC=C(C([H])([H])C(C#N)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),[H],[H],0.90429409,CN(C)c1ccc(CC(C#N)Oc2ccccc2)cc1
158,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.9078586,COCOC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc(N(C)C)cc1
159,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),C1=CC=CC=C1,C1=CC=CC=C1,0.90900142,COC(Br)C(c1ccccc1)(c1ccccc1)c1ccc(N(C)C)cc1
160,N(C)(C)C1=CC=C(C([H])(C)C(C#N)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C)C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),[H],C,0.9092190999999998,CC(c1ccc(N(C)C)cc1)C(C#N)Oc1ccccc1
162,N(C)(C)C1=CC=C(C([H])([H])C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),[H],[H],0.91294687,COCOC(C#N)Cc1ccc(N(C)C)cc1
165,N(C)(C)C1=CC=C(C(C)(C#N)C([H])OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C([H])OC)C=C1,1,2,O,C,[H],N(C)(C),C,C#N,0.92127313,COCC(C)(C#N)c1ccc(N(C)C)cc1
167,N(C)(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,N(C)(C),C#N,C,0.92271526,COCOC(c1ccccc1)C(C)(C#N)c1ccc(N(C)C)cc1
169,N(C)(C)C1=CC=C(C(C#N)([H])C(C)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)([H])C(C)OC)C=C1,1,2,O,C,C,N(C)(C),C#N,[H],0.92393971,COC(C)C(C#N)c1ccc(N(C)C)cc1
170,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,N(C)(C),C1=CC=CC=C1,C#N,0.9271777,CN(C)c1ccc(C(C#N)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1
171,N(C)(C)C1=CC=C(C(C#N)([H])C(C)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)([H])C(C)OCOC)C=C1,1,2,O,COC,C,N(C)(C),C#N,[H],0.93215713,COCOC(C)C(C#N)c1ccc(N(C)C)cc1
172,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,N(C)(C),C1=CC=CC=C1,C#N,0.93444277,COCOC(OC)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
173,N(C)(C)C1=CC=C(C(C#N)(C)C(Br)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,N(C)(C),C#N,C,0.93566722,COCOC(Br)C(C)(C#N)c1ccc(N(C)C)cc1
174,N(C)(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,N(C)(C),C#N,C,0.94168063,CN(C)c1ccc(C(C)(C#N)C(Oc2ccccc2)c2ccccc2)cc1
175,N(C)(C)C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,N(C)(C),[H],C#N,0.94173505,CN(C)c1ccc(C(C#N)C(Oc2ccccc2)c2ccccc2)cc1
176,N(C)(C)C1=CC=C(C([H])(C#N)C(OC)OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(OC)OC)C=C1,1,2,O,C,OC,N(C)(C),[H],C#N,0.94557166,COC(OC)C(C#N)c1ccc(N(C)C)cc1
178,N(C)(C)C1=CC=C(C(C#N)(C)C(C)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(C)OCOC)C=C1,1,2,O,COC,C,N(C)(C),C#N,C,0.94706821,COCOC(C)C(C)(C#N)c1ccc(N(C)C)cc1
180,N(C)(C)C1=CC=C(C([H])(C#N)C(OC)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,N(C)(C),[H],C#N,0.94796614,COCOC(OC)C(C#N)c1ccc(N(C)C)cc1
181,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,OC,N(C)(C),C#N,C1=CC=CC=C1,0.94807498,COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
182,N(C)(C)C1=CC=C(C([H])(C#N)C([H])OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C([H])OC)C=C1,1,2,O,C,[H],N(C)(C),[H],C#N,0.94810219,COCC(C#N)c1ccc(N(C)C)cc1
183,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C3=CC=CC=C3)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C3=CC=CC=C3)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,N(C)(C),C#N,C1=CC=CC=C1,0.94823824,COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
184,N(C)(C)C1=CC=C(C(C#N)(C)C([H])OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C([H])OCOC)C=C1,1,2,O,COC,[H],N(C)(C),C#N,C,0.95065993,COCOCC(C)(C#N)c1ccc(N(C)C)cc1
187,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,N(C)(C),C1=CC=CC=C1,C#N,0.95474143,COC(OC)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
189,N(C)(C)C1=CC=C(C(C)(C#N)C(OC)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,N(C)(C),C,C#N,0.9560203000000002,COCOC(OC)C(C)(C#N)c1ccc(N(C)C)cc1
190,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,N(C)(C),C#N,C1=CC=CC=C1,0.95640124,CC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
191,N(C)(C)C1=CC=C(C(C#N)(C)C([H])OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],N(C)(C),C#N,C,0.95803384,CN(C)c1ccc(C(C)(C#N)COc2ccccc2)cc1
192,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OCOC)C=C1,1,2,O,COC,C,N(C)(C),C1=CC=CC=C1,C#N,0.95961202,COCOC(C)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
194,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC)C=C1,1,2,O,C,C1=CC=CC=C1,N(C)(C),C1=CC=CC=C1,C#N,0.95980249,COC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
195,N(C)(C)C1=CC=C(C(C#N)([H])C([H])OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)([H])C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],N(C)(C),C#N,[H],0.96086368,CN(C)c1ccc(C(C#N)COc2ccccc2)cc1
196,N(C)(C)C1=CC=C(C(C)(C#N)C(OC)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,N(C)(C),C,C#N,0.96162556,COC(Oc1ccccc1)C(C)(C#N)c1ccc(N(C)C)cc1
199,N(C)(C)C1=CC=C(C(C)(C#N)C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),C,C#N,0.96551659,COC(Br)C(C)(C#N)c1ccc(N(C)C)cc1
200,N(C)(C)C1=CC=C(C(C)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,N(C)(C),C,C#N,0.96592474,CC(Oc1ccccc1)C(C)(C#N)c1ccc(N(C)C)cc1
201,N(C)(C)C1=CC=C(C(C#N)(C)C(OC)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(OC)OC)C=C1,1,2,O,C,OC,N(C)(C),C#N,C,0.96644173,COC(OC)C(C)(C#N)c1ccc(N(C)C)cc1
203,N(C)(C)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,N(C)(C),C#N,[H],0.97060486,COC(c1ccccc1)C(C#N)c1ccc(N(C)C)cc1
205,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OC)C=C1,1,2,O,C,[H],N(C)(C),C#N,C1=CC=CC=C1,0.97384285,COCC(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
208,N(C)(C)C1=CC=C(C([H])(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,N(C)(C),[H],C#N,0.97694479,CC(Oc1ccccc1)C(C#N)c1ccc(N(C)C)cc1
211,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),C#N,C1=CC=CC=C1,0.98227795,COC(Br)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
215,N(C)(C)C1=CC=C(C([H])(C#N)C([H])OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C([H])OCOC)C=C1,1,2,O,COC,[H],N(C)(C),[H],C#N,0.98788321,COCOCC(C#N)c1ccc(N(C)C)cc1
220,N(C)(C)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,N(C)(C),C#N,[H],0.9911211999999999,COCOC(c1ccccc1)C(C#N)c1ccc(N(C)C)cc1
221,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,[H],N(C)(C),C1=CC=CC=C1,C#N,0.99321637,CN(C)c1ccc(C(C#N)(COc2ccccc2)c2ccccc2)cc1
222,N(C)(C)C1=CC=C(C([H])(C#N)C(Br)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(Br)OCOC)C=C1,1,2,O,COC,Br,N(C)(C),[H],C#N,0.99332521,COCOC(Br)C(C#N)c1ccc(N(C)C)cc1
228,N(C)(C)C1=CC=C(C([H])(C#N)C(Br)OC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(Br)OC)C=C1,1,2,O,C,Br,N(C)(C),[H],C#N,0.99920257,COC(Br)C(C#N)c1ccc(N(C)C)cc1
230,N(C)(C)C1=CC=C(C(C)(C#N)C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C)(C#N)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),C,C#N,1.00333849,COCOC(C#N)C(C)(C#N)c1ccc(N(C)C)cc1
231,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OCOC)C=C1,1,2,O,COC,[H],N(C)(C),C1=CC=CC=C1,C#N,1.00750162,COCOCC(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
235,N(C)(C)C1=CC=C(C(C#N)(C)C(Br)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,N(C)(C),C#N,C,1.01438575,CN(C)c1ccc(C(C)(C#N)C(Br)Oc2ccccc2)cc1
239,N(C)(C)C1=CC=C(C([H])(C#N)C(OC)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,N(C)(C),[H],C#N,1.0264942,COC(Oc1ccccc1)C(C#N)c1ccc(N(C)C)cc1
240,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OC)C=C1,1,2,O,C,C#N,N(C)(C),C1=CC=CC=C1,C#N,1.0275826,COC(C#N)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
247,N(C)(C)C1=CC=C(C(C#N)(C)C(C#N)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(C#N)OC)C=C1,1,2,O,C,C#N,N(C)(C),C#N,C,1.03990873,COC(C#N)C(C)(C#N)c1ccc(N(C)C)cc1
252,N(C)(C)C1=CC=C(C(C#N)(C)C(C#N)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C)C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,N(C)(C),C#N,C,1.05857479,CN(C)c1ccc(C(C)(C#N)C(C#N)Oc2ccccc2)cc1
253,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OCOC)C=C1,1,2,O,COC,Br,N(C)(C),C#N,C1=CC=CC=C1,1.06330933,COCOC(Br)C(C#N)(c1ccccc1)c1ccc(N(C)C)cc1
255,N(C)(C)C1=CC=C(C([H])(C#N)C(Br)OC2=CC=CC=C2)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,N(C)(C),[H],C#N,1.07525452,CN(C)c1ccc(C(C#N)C(Br)Oc2ccccc2)cc1
256,N(C)(C)C1=CC=C(C(C#N)(C#N)C(C)OC)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C#N)C(C)OC)C=C1,1,2,O,C,C,N(C)(C),C#N,C#N,1.0771048,COC(C)C(C#N)(C#N)c1ccc(N(C)C)cc1
257,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC3=CC=CC=C3)C=C1,0,1,N(C)(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,Br,N(C)(C),C#N,C1=CC=CC=C1,1.07748574,CN(C)c1ccc(C(C#N)(c2ccccc2)C(Br)Oc2ccccc2)cc1
261,N(C)(C)C1=CC=C(C([H])(C#N)C(C#N)OCOC)C=C1,0,1,N(C)(C)C1=CC=C(C([H])(C#N)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,N(C)(C),[H],C#N,1.0822747,COCOC(C#N)C(C#N)c1ccc(N(C)C)cc1
